0.00504 0.00349998655655164
0.01008 0.0137999469944036
0.01512 0.0306998820817529
0.02016 0.0537997933549937
0.02520 0.0829996811982245
0.03024 0.117899547147839
0.03528 0.158199392356134
0.04032 0.203799217207207
0.04537 0.254299023237452
0.05041 0.309398811599165
0.05545 0.369098582292345
0.06049 0.432898337237487
0.06553 0.500598077202785
0.07057 0.57209780257234
0.07561 0.646897515266644
0.08065 0.724997215285696
0.08569 0.806096903781793
0.09073 0.889896581907229
0.09577 0.976096250814301
0.10081 1.06469591050301
0.10585 1.15529556250974
0.11089 1.24769520760271
0.11593 1.34169484655009
0.12097 1.4369944805042
0.12601 1.53349410984912
0.13106 1.63099373535306
0.13610 1.72909335855241
0.14114 1.82779297944717
0.14618 1.92669259957372
0.15122 2.02579221893209
0.15626 2.12469183905865
0.16130 2.2232914603375
0.16634 2.32139108353685
0.17138 2.41869070980898
0.17642 2.51509033953801
0.18146 2.61048997310801
0.18650 2.7043896124395
0.19154 2.79688925714836
0.19658 2.8876889083869
0.20162 2.97658856692331
0.20666 3.06338823352579
0.21171 3.14788790896254
0.21675 3.22998759361765
0.22179 3.30938728864342
0.22683 3.38588699480805
0.23187 3.45938671249564
0.23691 3.52978644209028
0.24195 3.59658618551246
0.24699 3.6598859423781
0.25203 3.71938571383947
0.25707 3.77488550066479
0.26211 3.82618530362225
0.26715 3.87308512348004
0.27219 3.91538496100636
0.27723 3.95288481696942
0.28227 3.9853846921374
0.28731 4.0126845872785
0.29235 4.03438450392912
0.29740 4.05048444208926
0.30244 4.06048440367941
0.30748 4.06438438869956
0.31252 4.06168439907022
0.31756 4.05218443555958
0.32260 4.03558449931994
0.32764 4.01138459227178
0.33268 3.97938471518331
0.33772 3.93908486997501
0.34276 3.88998505856739
0.34780 3.83158528288093
0.35284 3.76318554560432
0.35788 3.68418584904215
0.36292 3.59368619665132
0.36796 3.4906865922728
0.37300 3.37398704051578
0.37804 3.24218754675763
0.38309 3.09318811906443
0.38813 2.92458876665455
0.39317 2.73298950258732
0.39821 2.51359034529948
0.40325 2.25889132359843
0.40829 1.95669248434417
0.41333 1.58319391895216
0.41837 1.07829585826561
0.42341 0
