# energy(eV), abs len(cm)
      3.9738524,  686.836 ,
      3.9866300,  668.3478,
      3.9994900,  679.9253,
      4.0124335,  659.402 ,
      4.0254607,  674.0552,
      4.0385728,  654.5132,
      4.0517712,  641.6771,
      4.0650554,  644.2255,
      4.0784273,  623.6882,
      4.0918875,  607.2519,
      4.1054368,  626.7824,
      4.1190763,  588.0856,
      4.1328063,  599.2632,
      4.1466284,  592.6604,
      4.1605434,  594.4556,
      4.1745520,  580.5732,
      4.1886549,  558.3517,
      4.2028542,  551.6115,
      4.2171493,  541.3911,
      4.2315426,  529.7552,
      4.2460341,  525.5997,
      4.2606254,  518.1684,
      4.2753172,  510.5872,
      4.2901106,  507.2124,
      4.3050065,  496.2838,
      4.3200068,  492.9059,
      4.3351116,  481.465 ,
      4.3503227,  474.4704,
      4.3656406,  465.6254,
      4.3810668,  464.2283,
      4.3966026,  457.6633,
      4.4122486,  437.377 ,
      4.4280066,  428.6038,
      4.4438777,  429.291 ,
      4.4598632,  424.7795,
      4.4759636,  417.1207,
      4.4921808,  419.0925,
      4.5085158,  407.2763,
      4.5249705,  399.1885,
      4.5415454,  398.5085,
      4.5582423,  400.4528,
      4.5750623,  382.3299,
      4.5920072,  377.2905,
      4.6090779,  371.8867,
      4.6262760,  369.2632,
      4.6436028,  364.0594,
      4.6610599,  351.4776,
      4.6786489,  350.9891,
      4.6963711,  340.7506,
      4.7142277,  333.6708,
      4.7322211,  331.2453,
      4.7503524,  314.9062,
      4.7686229,  316.4662,
      4.7870345,  308.2646,
      4.8055887,  309.3313,
      4.8242874,  301.9914,
      4.8431325,  298.3558,
      4.8621254,  294.1306,
      4.8812675,  286.3843,
      4.9005609,  280.8511,
      4.9200077,  278.9201,
      4.9396091,  278.1038,
      4.9593678,  267.8667,
      4.9792848,  262.3613,
      4.9993625,  258.8115,
      5.0196028,  254.3199,
      5.0400076,  251.428 ,
      5.0605793,  249.282 ,
      5.0813193,  244.3319,
      5.1022301,  239.3989,
      5.1233139,  233.8332,
      5.1445723,  227.3714,
      5.1660080,  222.8277,
      5.1876230,  221.3552,
      5.2094197,  220.6687,
      5.2314005,  213.4485,
      5.2535672,  209.0073,
      5.2759233,  203.2367,
      5.2984695,  201.3065,
      5.3212099,  198.8034,
      5.3441463,  195.5402,
      5.3672810,  189.9545,
      5.3906169,  186.141 ,
      5.4141569,  183.3301,
      5.4379029,  179.838 ,
      5.4618587,  175.467 ,
      5.4860263,  171.4316,
      5.5104084,  170.443 ,
      5.5350084,  164.9994,
      5.5598292,  161.9968,
      5.5848737,  158.5259,
      5.6101446,  153.7245,
      5.6356449,  150.7138,
      5.6613789,  143.2045,
      5.6873484,  140.786 ,
      5.7135572,  138.3313,
      5.7400088,  134.7671,
      5.7667065,  132.1422,
      5.7936540,  128.5138,
      5.8208542,  125.4034,
      5.8483109,  122.4042,
      5.8760281,  119.8392,
      5.9040093,  115.4745,
      5.9322581,  114.3128,
      5.9607782,  110.2703,
      5.9895744,  107.249 ,
      6.0186501,  103.3762,
      6.0480094,  100.6679,
      6.0776563,  96.75936,
      6.1075954,  90.77467,
      6.1378312,  83.17487,
      6.1683679,  77.27537,
      6.1992097,  69.15629,
      6.2303615,  60.22004,
      6.2618279,  49.15661,
      6.2936139,  36.96279,
      6.3257241,  27.32079,
      10.33,      27.32079,
      15.50       27.32079
