2	4.2282	10
2	4.2282	50
2	4.2282	90
2	4.2282	130
2	4.2282	170
2	4.2282	210
2	4.2282	250
2	4.2282	290
2	4.2282	330
4	7.3602	17.419355
4	7.3602	40.645161
4	7.3602	63.870968
4	7.3602	87.096774
4	7.3602	110.322581
4	7.3602	133.548387
4	7.3602	156.774194
4	7.3602	180
4	7.3602	203.225806
4	7.3602	226.451613
4	7.3602	249.677419
4	7.3602	272.903226
4	7.3602	296.129032
4	7.3602	319.354839
4	7.3602	342.580645
6	10.4922	12.55814
6	10.4922	29.302326
6	10.4922	46.046512
6	10.4922	62.790698
6	10.4922	79.534884
6	10.4922	96.27907
6	10.4922	113.023256
6	10.4922	129.767442
6	10.4922	146.511628
6	10.4922	163.255814
6	10.4922	180
6	10.4922	196.744186
6	10.4922	213.488372
6	10.4922	230.232558
6	10.4922	246.976744
6	10.4922	263.72093
6	10.4922	280.465116
6	10.4922	297.209302
6	10.4922	313.953488
6	10.4922	330.697674
6	10.4922	347.44186
8	13.6242	9.818182
8	13.6242	22.909091
8	13.6242	36
8	13.6242	49.090909
8	13.6242	62.181818
8	13.6242	75.272727
8	13.6242	88.363636
8	13.6242	101.454545
8	13.6242	114.545455
8	13.6242	127.636364
8	13.6242	140.727273
8	13.6242	153.818182
8	13.6242	166.909091
8	13.6242	180
8	13.6242	193.090909
8	13.6242	206.181818
8	13.6242	219.272727
8	13.6242	232.363636
8	13.6242	245.454545
8	13.6242	258.545455
8	13.6242	271.636364
8	13.6242	284.727273
8	13.6242	297.818182
8	13.6242	310.909091
8	13.6242	324
8	13.6242	337.090909
8	13.6242	350.181818
10	16.5959	5.806452
10	16.5959	17.419355
10	16.5959	29.032258
10	16.5959	40.645161
10	16.5959	52.258065
10	16.5959	63.870968
10	16.5959	75.483871
10	16.5959	87.096774
10	16.5959	98.709677
10	16.5959	110.322581
10	16.5959	121.935484
10	16.5959	133.548387
10	16.5959	145.16129
10	16.5959	156.774194
10	16.5959	168.387097
10	16.5959	180
10	16.5959	191.612903
10	16.5959	203.225806
