 -5.000000E-02
  0.00E+00  1.00E+00  1.086668E+56  6.510311E+52  5.133851E+53  1.740381E+49  1.042675E+46  8.222248E+46
  1.00E+00  2.50E+00  3.014535E+55  1.787475E+52  9.965894E+51  7.633638E+49  4.526382E+46  2.523640E+46
  2.50E+00  4.50E+00  1.135536E+56  5.526885E+51  1.675957E+51  6.099935E+50  2.968963E+46  9.003001E+45
  4.50E+00  7.00E+00  1.978038E+56  1.087638E+51  3.118888E+50  1.778023E+51  9.776582E+45  2.803514E+45
  7.00E+00  1.00E+01  3.277895E+56  1.372343E+50  4.277081E+49  4.392274E+51  1.838895E+45  5.731151E+44
  1.00E+01  1.40E+01  5.126598E+53  7.821785E+48  2.521543E+48  9.715325E+48  1.482292E+44  4.778533E+43
  1.40E+01  1.90E+01  7.861917E+51  1.301345E+47  4.044093E+46  2.053585E+47  3.399198E+42  1.056344E+42
  1.90E+01  2.50E+01  3.155181E+49  5.990007E+44  1.812601E+44  1.101333E+45  2.090844E+40  6.326980E+39
  2.50E+01  3.20E+01  3.293470E+46  7.655359E+41  2.358494E+41  1.491909E+42  3.467801E+37  1.068375E+37
  3.20E+01  4.00E+01  9.462379E+42  2.850308E+38  9.352954E+37  5.421894E+38  1.633212E+34  5.359195E+33
  4.00E+01  4.80E+01  1.356306E+39  5.620587E+34  2.051579E+34  9.518282E+34  3.944413E+30  1.439757E+30
  4.80E+01  5.80E+01  6.662760E+34  3.951760E+30  1.602502E+30  5.630354E+30  3.339429E+26  1.354191E+26
  5.80E+01  6.80E+01  1.042622E+30  1.614643E+27  3.610938E+26  1.048683E+26  1.624029E+23  3.631928E+22
  6.80E+01  8.00E+01  2.458758E+27  2.448140E+27  5.069163E+26  2.904458E+23  2.891915E+23  5.988050E+22
  8.00E+01  9.50E+01  4.045279E+27  4.046527E+27  8.375863E+26  5.648104E+23  5.649846E+23  1.169456E+23
  9.50E+01  1.15E+02  6.991381E+27  6.992810E+27  1.447543E+27  1.170342E+24  1.170581E+24  2.423155E+23
  1.15E+02  1.45E+02  1.326454E+28  1.326278E+28  2.746216E+27  2.743265E+24  2.742901E+24  5.679503E+23
  1.45E+02  1.85E+02  2.712762E+28  2.711127E+28  5.615223E+27  7.115906E+24  7.111617E+24  1.472942E+24
  1.85E+02  2.35E+02  5.595299E+28  5.588596E+28  1.157986E+28  1.868530E+25  1.866292E+25  3.867055E+24
  2.35E+02  3.00E+02  1.145369E+29  1.143370E+29  2.370098E+28  4.870568E+25  4.862066E+25  1.007860E+25
 
 -4.500000E-02
  0.00E+00  1.00E+00  1.005777E+56  8.463981E+52  4.561376E+53  1.610827E+49  1.355570E+46  7.305387E+46
  1.00E+00  2.50E+00  3.267398E+55  2.346635E+52  8.766128E+51  8.273957E+49  5.942330E+46  2.219826E+46
  2.50E+00  4.50E+00  1.206726E+56  7.359886E+51  1.812068E+51  6.482356E+50  3.953625E+46  9.734168E+45
  4.50E+00  7.00E+00  1.911637E+56  1.474471E+51  3.864669E+50  1.718336E+51  1.325376E+46  3.473882E+45
  7.00E+00  1.00E+01  2.960918E+56  1.881972E+50  5.625433E+49  3.967535E+51  2.521782E+45  7.537900E+44
  1.00E+01  1.40E+01  7.132315E+53  1.091593E+49  3.452682E+48  1.351632E+49  2.068658E+44  6.543117E+43
  1.40E+01  1.90E+01  1.153300E+52  1.883915E+47  5.825564E+46  3.012496E+47  4.920913E+42  1.521676E+42
  1.90E+01  2.50E+01  4.839642E+49  9.180603E+44  2.801685E+44  1.689303E+45  3.204538E+40  9.779427E+39
  2.50E+01  3.20E+01  5.250351E+46  1.258941E+42  3.982914E+41  2.378356E+42  5.702877E+37  1.804220E+37
  3.20E+01  4.00E+01  1.559241E+43  5.056886E+38  1.742009E+38  8.934368E+38  2.897569E+34  9.981619E+33
  4.00E+01  4.80E+01  2.308797E+39  1.089310E+35  4.301294E+34  1.620267E+35  7.644559E+30  3.018560E+30
  4.80E+01  5.80E+01  1.148420E+35  8.090410E+30  3.582332E+30  9.704706E+30  6.836786E+26  3.027243E+26
  5.80E+01  6.80E+01  1.834450E+30  1.882364E+27  4.623653E+26  1.845114E+26  1.893307E+23  4.650531E+22
  6.80E+01  8.00E+01  2.695344E+27  2.677706E+27  5.548400E+26  3.183929E+23  3.163094E+23  6.554158E+22
  8.00E+01  9.50E+01  4.424266E+27  4.425048E+27  9.161979E+26  6.177253E+23  6.178347E+23  1.279215E+23
  9.50E+01  1.15E+02  7.646224E+27  7.646489E+27  1.583370E+27  1.279961E+24  1.280006E+24  2.650529E+23
  1.15E+02  1.45E+02  1.450745E+28  1.450190E+28  3.003799E+27  3.000314E+24  2.999167E+24  6.212216E+23
  1.45E+02  1.85E+02  2.966982E+28  2.963970E+28  6.142103E+27  7.782755E+24  7.774854E+24  1.611148E+24
  1.85E+02  2.35E+02  6.119536E+28  6.108723E+28  1.266620E+28  2.043597E+25  2.039987E+25  4.229835E+24
  2.35E+02  3.00E+02  1.252207E+29  1.249084E+29  2.591555E+28  5.324883E+25  5.311602E+25  1.102032E+25
 
 -4.000000E-02
  0.00E+00  1.00E+00  9.265801E+55  9.794259E+52  3.979823E+53  1.483987E+49  1.568624E+46  6.373986E+46
  1.00E+00  2.50E+00  3.352417E+55  2.773016E+52  7.240738E+51  8.489250E+49  7.022045E+46  1.833555E+46
  2.50E+00  4.50E+00  1.207341E+56  8.788444E+51  1.860402E+51  6.485662E+50  4.721026E+46  9.993812E+45
  4.50E+00  7.00E+00  1.787453E+56  1.785174E+51  4.410596E+50  1.606709E+51  1.604661E+46  3.964607E+45
  7.00E+00  1.00E+01  2.635899E+56  2.299704E+50  6.674106E+49  3.532020E+51  3.081530E+45  8.943088E+44
  1.00E+01  1.40E+01  9.001551E+53  1.355776E+49  4.234889E+48  1.705868E+49  2.569305E+44  8.025462E+43
  1.40E+01  1.90E+01  1.532559E+52  2.425280E+47  7.494810E+46  4.003147E+47  6.334994E+42  1.957694E+42
  1.90E+01  2.50E+01  6.712732E+49  1.251374E+45  3.864983E+44  2.343115E+45  4.367987E+40  1.349093E+40
  2.50E+01  3.20E+01  7.565464E+46  1.845580E+42  6.019582E+41  3.427079E+42  8.360295E+37  2.726811E+37
  3.20E+01  4.00E+01  2.325462E+43  8.036271E+38  2.921597E+38  1.332478E+39  4.604742E+34  1.674059E+34
  4.00E+01  4.80E+01  3.583297E+39  1.916701E+35  8.260587E+34  2.514684E+35  1.345102E+31  5.797111E+30
  4.80E+01  5.80E+01  1.810274E+35  1.509251E+31  7.343999E+30  1.529769E+31  1.275390E+27  6.206034E+26
  5.80E+01  6.80E+01  3.001185E+30  2.252632E+27  6.484256E+26  3.018631E+26  2.265727E+23  6.521949E+22
  6.80E+01  8.00E+01  2.909031E+27  2.881232E+27  5.975874E+26  3.436351E+23  3.403514E+23  7.059121E+22
  8.00E+01  9.50E+01  4.759803E+27  4.759918E+27  9.858714E+26  6.645738E+23  6.645899E+23  1.376494E+23
  9.50E+01  1.15E+02  8.225880E+27  8.224732E+27  1.703574E+27  1.376995E+24  1.376803E+24  2.851746E+23
  1.15E+02  1.45E+02  1.560732E+28  1.559726E+28  3.231973E+27  3.227780E+24  3.225700E+24  6.684108E+23
  1.45E+02  1.85E+02  3.191898E+28  3.187379E+28  6.608774E+27  8.372737E+24  8.360883E+24  1.733562E+24
  1.85E+02  2.35E+02  6.583582E+28  6.567979E+28  1.362864E+28  2.198564E+25  2.193354E+25  4.551239E+24
  2.35E+02  3.00E+02  1.346667E+29  1.342315E+29  2.787546E+28  5.726566E+25  5.708061E+25  1.185376E+25
 
 -3.500000E-02
  0.00E+00  1.00E+00  8.453738E+55  1.054789E+53  3.406238E+53  1.353929E+49  1.689325E+46  5.455345E+46
  1.00E+00  2.50E+00  3.297056E+55  3.082486E+52  5.916502E+51  8.349060E+49  7.805708E+46  1.498222E+46
  2.50E+00  4.50E+00  1.154535E+56  9.831589E+51  1.883965E+51  6.201994E+50  5.281388E+46  1.012039E+46
  4.50E+00  7.00E+00  1.625834E+56  2.019105E+51  4.805989E+50  1.461433E+51  1.814937E+46  4.320018E+45
  7.00E+00  1.00E+01  2.308826E+56  2.625399E+50  7.457607E+49  3.093753E+51  3.517950E+45  9.992954E+44
  1.00E+01  1.40E+01  1.093156E+54  1.576726E+49  4.889273E+48  2.071620E+49  2.988025E+44  9.265574E+43
  1.40E+01  1.90E+01  1.959523E+52  2.932013E+47  9.091849E+46  5.118404E+47  7.658613E+42  2.374851E+42
  1.90E+01  2.50E+01  8.970227E+49  1.607539E+45  5.040778E+44  3.131106E+45  5.611201E+40  1.759510E+40
  2.50E+01  3.20E+01  1.055103E+47  2.562985E+42  8.642284E+41  4.779509E+42  1.161006E+38  3.914869E+37
  3.20E+01  4.00E+01  3.382968E+43  1.218383E+39  4.689000E+38  1.938423E+39  6.981272E+34  2.686772E+34
  4.00E+01  4.80E+01  5.510736E+39  3.266909E+35  1.545109E+35  3.867322E+35  2.292650E+31  1.084325E+31
  4.80E+01  5.80E+01  2.854036E+35  2.731312E+31  1.464296E+31  2.411799E+31  2.308091E+27  1.237401E+27
  5.80E+01  6.80E+01  5.036671E+30  2.852340E+27  1.036154E+27  5.065949E+26  2.868921E+23  1.042178E+23
  6.80E+01  8.00E+01  3.103445E+27  3.058755E+27  6.353305E+26  3.666007E+23  3.613215E+23  7.504969E+22
  8.00E+01  9.50E+01  5.051957E+27  5.051561E+27  1.046638E+27  7.053649E+23  7.053097E+23  1.461338E+23
  9.50E+01  1.15E+02  8.730543E+27  8.727915E+27  1.808280E+27  1.461474E+24  1.461034E+24  3.027022E+23
  1.15E+02  1.45E+02  1.656463E+28  1.654990E+28  3.430668E+27  3.425762E+24  3.422718E+24  7.095032E+23
  1.45E+02  1.85E+02  3.387788E+28  3.381521E+28  7.015220E+27  8.886582E+24  8.870143E+24  1.840178E+24
  1.85E+02  2.35E+02  6.987534E+28  6.966890E+28  1.446705E+28  2.333463E+25  2.326569E+25  4.831222E+24
  2.35E+02  3.00E+02  1.428866E+29  1.423112E+29  2.958110E+28  6.076108E+25  6.051641E+25  1.257906E+25
 
 -3.000000E-02
  0.00E+00  1.00E+00  7.600407E+55  1.094962E+53  2.855771E+53  1.217262E+49  1.753663E+46  4.573732E+46
  1.00E+00  2.50E+00  3.154596E+55  3.319313E+52  4.965211E+51  7.988311E+49  8.405419E+46  1.257329E+46
