 -5.000000E-02
  0.00E+00  1.00E+00  4.448747E+54  8.813517E+52  3.313384E+51  7.123933E+47  1.411339E+46  5.305837E+44
  1.00E+00  2.50E+00  1.584964E+55  2.434891E+52  1.517031E+51  4.013059E+49  6.165038E+46  3.841056E+45
  2.50E+00  4.50E+00  4.240615E+55  6.255786E+51  9.299623E+50  2.277658E+50  3.360017E+46  4.994879E+45
  4.50E+00  7.00E+00  3.926787E+55  1.242551E+51  2.772967E+50  3.529153E+50  1.116727E+46  2.492172E+45
  7.00E+00  1.00E+01  1.151360E+55  1.548181E+50  4.353361E+49  1.542564E+50  2.074216E+45  5.832527E+44
  1.00E+01  1.40E+01  8.966861E+53  8.427557E+48  2.655901E+48  1.699007E+49  1.596822E+44  5.032299E+43
  1.40E+01  1.90E+01  1.446840E+52  1.363844E+47  4.406531E+46  3.778780E+47  3.562013E+42  1.150874E+42
  1.90E+01  2.50E+01  5.522124E+49  6.247113E+44  2.094756E+44  1.927261E+45  2.180288E+40  7.310849E+39
  2.50E+01  3.20E+01  5.170154E+46  8.022358E+41  2.997232E+41  2.341697E+42  3.633534E+37  1.357524E+37
  3.20E+01  4.00E+01  1.259747E+43  2.945786E+38  1.303414E+38  7.217276E+38  1.687684E+34  7.467449E+33
  4.00E+01  4.80E+01  1.595015E+39  6.296669E+34  3.575417E+34  1.119170E+35  4.418168E+30  2.508754E+30
  4.80E+01  5.80E+01  5.591125E+34  3.559498E+30  2.242378E+30  4.724054E+30  3.007493E+26  1.894630E+26
  5.80E+01  6.80E+01  7.107039E+29  2.732613E+26  1.065580E+26  7.147214E+25  2.748060E+22  1.071603E+22
  6.80E+01  8.00E+01  3.000136E+26  2.863504E+26  6.336385E+25  3.543394E+22  3.382021E+22  7.483763E+21
  8.00E+01  9.50E+01  4.654591E+26  4.637092E+26  9.744487E+25  6.497869E+22  6.473441E+22  1.360343E+22
  9.50E+01  1.15E+02  8.020244E+26  7.974809E+26  1.667333E+26  1.342443E+23  1.334839E+23  2.790813E+22
  1.15E+02  1.45E+02  1.520556E+27  1.506639E+27  3.159402E+26  3.144204E+23  3.115426E+23  6.533008E+22
  1.45E+02  1.85E+02  3.106522E+27  3.062546E+27  6.458746E+26  8.147294E+23  8.031957E+23  1.693898E+23
  1.85E+02  2.35E+02  6.398333E+27  6.268495E+27  1.331504E+27  2.136291E+24  2.092940E+24  4.445659E+23
  2.35E+02  3.00E+02  1.302471E+28  1.267602E+28  2.712069E+27  5.537793E+24  5.389541E+24  1.153106E+24
 
 -4.500000E-02
  0.00E+00  1.00E+00  3.680317E+54  9.140310E+52  1.570509E+51  5.893420E+47  1.463670E+46  2.514911E+44
  1.00E+00  2.50E+00  1.538867E+55  2.598061E+52  1.524440E+51  3.896346E+49  6.578177E+46  3.859818E+45
